id,id_index,kode_provinsi,nama_provinsi,periode_update,kab_kota,nama_ruas_jalan,kategori,jumlah,satuan,tahun
476,4758,35,JAWA TIMUR,2025,KABUPATEN LUMAJANG,BANJARWARU - KARANGANOM,LEBAR JALAN MEMENUHI,0.0,KM,2025
476,4759,35,JAWA TIMUR,2025,KABUPATEN LUMAJANG,BANJARWARU - KARANGANOM,LEBAR JALAN TIDAK MEMENUHI,6.71,KM,2025
476,4760,35,JAWA TIMUR,2025,KABUPATEN LUMAJANG,BANJARWARU - KARANGANOM,PANJANG JALAN,6.71,KM,2025
477,4761,35,JAWA TIMUR,2025,KABUPATEN LUMAJANG,KARANGANOM - SENDURO,BANGUNAN PELENGKAP,0.0,KM,2025
477,4762,35,JAWA TIMUR,2025,KABUPATEN LUMAJANG,KARANGANOM - SENDURO,KELANDAIAN MEMENUHI,0.0,KM,2025
477,4763,35,JAWA TIMUR,2025,KABUPATEN LUMAJANG,KARANGANOM - SENDURO,KELANDAIAN TIDAK MEMENUHI,0.0,KM,2025
477,4764,35,JAWA TIMUR,2025,KABUPATEN LUMAJANG,KARANGANOM - SENDURO,LEBAR BAHU KANAN MEMENUHI,7.64,KM,2025
477,4765,35,JAWA TIMUR,2025,KABUPATEN LUMAJANG,KARANGANOM - SENDURO,LEBAR BAHU KANAN TIDAK MEMENUHI,0.1,KM,2025
477,4766,35,JAWA TIMUR,2025,KABUPATEN LUMAJANG,KARANGANOM - SENDURO,LEBAR BAHU KIRI MEMENUHI,7.54,KM,2025
477,4767,35,JAWA TIMUR,2025,KABUPATEN LUMAJANG,KARANGANOM - SENDURO,LEBAR BAHU KIRI TIDAK MEMENUHI,0.2,KM,2025
477,4768,35,JAWA TIMUR,2025,KABUPATEN LUMAJANG,KARANGANOM - SENDURO,LEBAR JALAN MEMENUHI,0.14,KM,2025
477,4769,35,JAWA TIMUR,2025,KABUPATEN LUMAJANG,KARANGANOM - SENDURO,LEBAR JALAN TIDAK MEMENUHI,7.6,KM,2025
477,4770,35,JAWA TIMUR,2025,KABUPATEN LUMAJANG,KARANGANOM - SENDURO,PANJANG JALAN,7.74,KM,2025
478,4771,35,JAWA TIMUR,2025,KABUPATEN JEMBER,BTS. KAB. LUMAJANG - PONDOKDALEM,BANGUNAN PELENGKAP,0.0,KM,2025
478,4772,35,JAWA TIMUR,2025,KABUPATEN JEMBER,BTS. KAB. LUMAJANG - PONDOKDALEM,KELANDAIAN MEMENUHI,0.0,KM,2025
478,4773,35,JAWA TIMUR,2025,KABUPATEN JEMBER,BTS. KAB. LUMAJANG - PONDOKDALEM,KELANDAIAN TIDAK MEMENUHI,0.0,KM,2025
478,4774,35,JAWA TIMUR,2025,KABUPATEN JEMBER,BTS. KAB. LUMAJANG - PONDOKDALEM,LEBAR BAHU KANAN MEMENUHI,9.26,KM,2025
478,4775,35,JAWA TIMUR,2025,KABUPATEN JEMBER,BTS. KAB. LUMAJANG - PONDOKDALEM,LEBAR BAHU KANAN TIDAK MEMENUHI,0.0,KM,2025
478,4776,35,JAWA TIMUR,2025,KABUPATEN JEMBER,BTS. KAB. LUMAJANG - PONDOKDALEM,LEBAR BAHU KIRI MEMENUHI,9.16,KM,2025
478,4777,35,JAWA TIMUR,2025,KABUPATEN JEMBER,BTS. KAB. LUMAJANG - PONDOKDALEM,LEBAR BAHU KIRI TIDAK MEMENUHI,0.1,KM,2025
478,4778,35,JAWA TIMUR,2025,KABUPATEN JEMBER,BTS. KAB. LUMAJANG - PONDOKDALEM,LEBAR JALAN MEMENUHI,0.0,KM,2025
478,4779,35,JAWA TIMUR,2025,KABUPATEN JEMBER,BTS. KAB. LUMAJANG - PONDOKDALEM,LEBAR JALAN TIDAK MEMENUHI,9.26,KM,2025
478,4780,35,JAWA TIMUR,2025,KABUPATEN JEMBER,BTS. KAB. LUMAJANG - PONDOKDALEM,PANJANG JALAN,9.26,KM,2025
479,4781,35,JAWA TIMUR,2025,KABUPATEN JEMBER,BTS. KAB. LUMAJANG - KENCONG,BANGUNAN PELENGKAP,0.0,KM,2025
479,4782,35,JAWA TIMUR,2025,KABUPATEN JEMBER,BTS. KAB. LUMAJANG - KENCONG,KELANDAIAN MEMENUHI,0.0,KM,2025
479,4783,35,JAWA TIMUR,2025,KABUPATEN JEMBER,BTS. KAB. LUMAJANG - KENCONG,KELANDAIAN TIDAK MEMENUHI,0.0,KM,2025
479,4784,35,JAWA TIMUR,2025,KABUPATEN JEMBER,BTS. KAB. LUMAJANG - KENCONG,LEBAR BAHU KANAN MEMENUHI,6.85,KM,2025
479,4785,35,JAWA TIMUR,2025,KABUPATEN JEMBER,BTS. KAB. LUMAJANG - KENCONG,LEBAR BAHU KANAN TIDAK MEMENUHI,0.0,KM,2025
479,4786,35,JAWA TIMUR,2025,KABUPATEN JEMBER,BTS. KAB. LUMAJANG - KENCONG,LEBAR BAHU KIRI MEMENUHI,6.85,KM,2025
479,4787,35,JAWA TIMUR,2025,KABUPATEN JEMBER,BTS. KAB. LUMAJANG - KENCONG,LEBAR BAHU KIRI TIDAK MEMENUHI,0.0,KM,2025
479,4788,35,JAWA TIMUR,2025,KABUPATEN JEMBER,BTS. KAB. LUMAJANG - KENCONG,LEBAR JALAN MEMENUHI,6.85,KM,2025
479,4789,35,JAWA TIMUR,2025,KABUPATEN JEMBER,BTS. KAB. LUMAJANG - KENCONG,LEBAR JALAN TIDAK MEMENUHI,0.0,KM,2025
479,4790,35,JAWA TIMUR,2025,KABUPATEN JEMBER,BTS. KAB. LUMAJANG - KENCONG,PANJANG JALAN,6.85,KM,2025
480,4791,35,JAWA TIMUR,2025,KABUPATEN JEMBER,KENCONG - KASIAN,BANGUNAN PELENGKAP,0.0,KM,2025
480,4792,35,JAWA TIMUR,2025,KABUPATEN JEMBER,KENCONG - KASIAN,KELANDAIAN MEMENUHI,0.0,KM,2025
480,4793,35,JAWA TIMUR,2025,KABUPATEN JEMBER,KENCONG - KASIAN,KELANDAIAN TIDAK MEMENUHI,0.0,KM,2025
480,4794,35,JAWA TIMUR,2025,KABUPATEN JEMBER,KENCONG - KASIAN,LEBAR BAHU KANAN MEMENUHI,15.4,KM,2025
480,4795,35,JAWA TIMUR,2025,KABUPATEN JEMBER,KENCONG - KASIAN,LEBAR BAHU KANAN TIDAK MEMENUHI,0.0,KM,2025
480,4796,35,JAWA TIMUR,2025,KABUPATEN JEMBER,KENCONG - KASIAN,LEBAR BAHU KIRI MEMENUHI,15.4,KM,2025
480,4797,35,JAWA TIMUR,2025,KABUPATEN JEMBER,KENCONG - KASIAN,LEBAR BAHU KIRI TIDAK MEMENUHI,0.0,KM,2025
480,4798,35,JAWA TIMUR,2025,KABUPATEN JEMBER,KENCONG - KASIAN,LEBAR JALAN MEMENUHI,0.0,KM,2025
480,4799,35,JAWA TIMUR,2025,KABUPATEN JEMBER,KENCONG - KASIAN,LEBAR JALAN TIDAK MEMENUHI,15.4,KM,2025
480,4800,35,JAWA TIMUR,2025,KABUPATEN JEMBER,KENCONG - KASIAN,PANJANG JALAN,15.4,KM,2025
481,4801,35,JAWA TIMUR,2025,KABUPATEN JEMBER,KASIAN - PUGER,BANGUNAN PELENGKAP,0.0,KM,2025
481,4802,35,JAWA TIMUR,2025,KABUPATEN JEMBER,KASIAN - PUGER,KELANDAIAN MEMENUHI,0.0,KM,2025
481,4803,35,JAWA TIMUR,2025,KABUPATEN JEMBER,KASIAN - PUGER,KELANDAIAN TIDAK MEMENUHI,0.0,KM,2025
481,4804,35,JAWA TIMUR,2025,KABUPATEN JEMBER,KASIAN - PUGER,LEBAR BAHU KANAN MEMENUHI,7.08,KM,2025
481,4805,35,JAWA TIMUR,2025,KABUPATEN JEMBER,KASIAN - PUGER,LEBAR BAHU KANAN TIDAK MEMENUHI,0.0,KM,2025
481,4806,35,JAWA TIMUR,2025,KABUPATEN JEMBER,KASIAN - PUGER,LEBAR BAHU KIRI MEMENUHI,7.08,KM,2025
481,4807,35,JAWA TIMUR,2025,KABUPATEN JEMBER,KASIAN - PUGER,LEBAR BAHU KIRI TIDAK MEMENUHI,0.0,KM,2025
481,4808,35,JAWA TIMUR,2025,KABUPATEN JEMBER,KASIAN - PUGER,LEBAR JALAN MEMENUHI,0.0,KM,2025
481,4809,35,JAWA TIMUR,2025,KABUPATEN JEMBER,KASIAN - PUGER,LEBAR JALAN TIDAK MEMENUHI,7.08,KM,2025
481,4810,35,JAWA TIMUR,2025,KABUPATEN JEMBER,KASIAN - PUGER,PANJANG JALAN,7.08,KM,2025
482,4811,35,JAWA TIMUR,2025,KABUPATEN JEMBER,KASIAN - BALUNG,BANGUNAN PELENGKAP,0.0,KM,2025
482,4812,35,JAWA TIMUR,2025,KABUPATEN JEMBER,KASIAN - BALUNG,KELANDAIAN MEMENUHI,0.0,KM,2025
482,4813,35,JAWA TIMUR,2025,KABUPATEN JEMBER,KASIAN - BALUNG,KELANDAIAN TIDAK MEMENUHI,0.0,KM,2025
482,4814,35,JAWA TIMUR,2025,KABUPATEN JEMBER,KASIAN - BALUNG,LEBAR BAHU KANAN MEMENUHI,7.34,KM,2025
482,4815,35,JAWA TIMUR,2025,KABUPATEN JEMBER,KASIAN - BALUNG,LEBAR BAHU KANAN TIDAK MEMENUHI,0.0,KM,2025
482,4816,35,JAWA TIMUR,2025,KABUPATEN JEMBER,KASIAN - BALUNG,LEBAR BAHU KIRI MEMENUHI,7.34,KM,2025
482,4817,35,JAWA TIMUR,2025,KABUPATEN JEMBER,KASIAN - BALUNG,LEBAR BAHU KIRI TIDAK MEMENUHI,0.0,KM,2025
482,4818,35,JAWA TIMUR,2025,KABUPATEN JEMBER,KASIAN - BALUNG,LEBAR JALAN MEMENUHI,0.0,KM,2025
482,4819,35,JAWA TIMUR,2025,KABUPATEN JEMBER,KASIAN - BALUNG,LEBAR JALAN TIDAK MEMENUHI,7.34,KM,2025
482,4820,35,JAWA TIMUR,2025,KABUPATEN JEMBER,KASIAN - BALUNG,PANJANG JALAN,7.34,KM,2025
483,4821,35,JAWA TIMUR,2025,KABUPATEN JEMBER,BALUNG - RAMBIPUJI,BANGUNAN PELENGKAP,0.0,KM,2025
483,4822,35,JAWA TIMUR,2025,KABUPATEN JEMBER,BALUNG - RAMBIPUJI,KELANDAIAN MEMENUHI,0.0,KM,2025
483,4823,35,JAWA TIMUR,2025,KABUPATEN JEMBER,BALUNG - RAMBIPUJI,KELANDAIAN TIDAK MEMENUHI,0.0,KM,2025
483,4824,35,JAWA TIMUR,2025,KABUPATEN JEMBER,BALUNG - RAMBIPUJI,LEBAR BAHU KANAN MEMENUHI,10.64,KM,2025
483,4825,35,JAWA TIMUR,2025,KABUPATEN JEMBER,BALUNG - RAMBIPUJI,LEBAR BAHU KANAN TIDAK MEMENUHI,0.0,KM,2025
483,4826,35,JAWA TIMUR,2025,KABUPATEN JEMBER,BALUNG - RAMBIPUJI,LEBAR BAHU KIRI MEMENUHI,10.64,KM,2025
483,4827,35,JAWA TIMUR,2025,KABUPATEN JEMBER,BALUNG - RAMBIPUJI,LEBAR BAHU KIRI TIDAK MEMENUHI,0.0,KM,2025
483,4828,35,JAWA TIMUR,2025,KABUPATEN JEMBER,BALUNG - RAMBIPUJI,LEBAR JALAN MEMENUHI,0.0,KM,2025
483,4829,35,JAWA TIMUR,2025,KABUPATEN JEMBER,BALUNG - RAMBIPUJI,LEBAR JALAN TIDAK MEMENUHI,10.64,KM,2025
483,4830,35,JAWA TIMUR,2025,KABUPATEN JEMBER,BALUNG - RAMBIPUJI,PANJANG JALAN,10.64,KM,2025
484,4831,35,JAWA TIMUR,2025,KABUPATEN JEMBER,BALUNG - AMBULU,BANGUNAN PELENGKAP,0.0,KM,2025
484,4832,35,JAWA TIMUR,2025,KABUPATEN JEMBER,BALUNG - AMBULU,KELANDAIAN MEMENUHI,0.0,KM,2025
484,4833,35,JAWA TIMUR,2025,KABUPATEN JEMBER,BALUNG - AMBULU,KELANDAIAN TIDAK MEMENUHI,0.0,KM,2025
484,4834,35,JAWA TIMUR,2025,KABUPATEN JEMBER,BALUNG - AMBULU,LEBAR BAHU KANAN MEMENUHI,13.69,KM,2025
484,4835,35,JAWA TIMUR,2025,KABUPATEN JEMBER,BALUNG - AMBULU,LEBAR BAHU KANAN TIDAK MEMENUHI,0.0,KM,2025
484,4836,35,JAWA TIMUR,2025,KABUPATEN JEMBER,BALUNG - AMBULU,LEBAR BAHU KIRI MEMENUHI,13.69,KM,2025
484,4837,35,JAWA TIMUR,2025,KABUPATEN JEMBER,BALUNG - AMBULU,LEBAR BAHU KIRI TIDAK MEMENUHI,0.0,KM,2025
484,4838,35,JAWA TIMUR,2025,KABUPATEN JEMBER,BALUNG - AMBULU,LEBAR JALAN MEMENUHI,13.69,KM,2025
484,4839,35,JAWA TIMUR,2025,KABUPATEN JEMBER,BALUNG - AMBULU,LEBAR JALAN TIDAK MEMENUHI,0.0,KM,2025
484,4840,35,JAWA TIMUR,2025,KABUPATEN JEMBER,BALUNG - AMBULU,PANJANG JALAN,13.69,KM,2025
485,4841,35,JAWA TIMUR,2025,KABUPATEN JEMBER,AMBULU - BTS. KOTA JEMBER (MANGLI),BANGUNAN PELENGKAP,0.0,KM,2025
485,4842,35,JAWA TIMUR,2025,KABUPATEN JEMBER,AMBULU - BTS. KOTA JEMBER (MANGLI),KELANDAIAN MEMENUHI,0.0,KM,2025
485,4843,35,JAWA TIMUR,2025,KABUPATEN JEMBER,AMBULU - BTS. KOTA JEMBER (MANGLI),KELANDAIAN TIDAK MEMENUHI,0.0,KM,2025
485,4844,35,JAWA TIMUR,2025,KABUPATEN JEMBER,AMBULU - BTS. KOTA JEMBER (MANGLI),LEBAR BAHU KANAN MEMENUHI,17.4,KM,2025
485,4845,35,JAWA TIMUR,2025,KABUPATEN JEMBER,AMBULU - BTS. KOTA JEMBER (MANGLI),LEBAR BAHU KANAN TIDAK MEMENUHI,0.0,KM,2025
485,4846,35,JAWA TIMUR,2025,KABUPATEN JEMBER,AMBULU - BTS. KOTA JEMBER (MANGLI),LEBAR BAHU KIRI MEMENUHI,17.4,KM,2025
485,4847,35,JAWA TIMUR,2025,KABUPATEN JEMBER,AMBULU - BTS. KOTA JEMBER (MANGLI),LEBAR BAHU KIRI TIDAK MEMENUHI,0.0,KM,2025
485,4848,35,JAWA TIMUR,2025,KABUPATEN JEMBER,AMBULU - BTS. KOTA JEMBER (MANGLI),LEBAR JALAN MEMENUHI,17.4,KM,2025
485,4849,35,JAWA TIMUR,2025,KABUPATEN JEMBER,AMBULU - BTS. KOTA JEMBER (MANGLI),LEBAR JALAN TIDAK MEMENUHI,0.0,KM,2025
485,4850,35,JAWA TIMUR,2025,KABUPATEN JEMBER,AMBULU - BTS. KOTA JEMBER (MANGLI),PANJANG JALAN,17.4,KM,2025
486,4851,35,JAWA TIMUR,2025,KABUPATEN JEMBER,JLN. OTO ISKANDAR,BANGUNAN PELENGKAP,0.0,KM,2025
486,4852,35,JAWA TIMUR,2025,KABUPATEN JEMBER,JLN. OTO ISKANDAR,KELANDAIAN MEMENUHI,0.0,KM,2025
486,4853,35,JAWA TIMUR,2025,KABUPATEN JEMBER,JLN. OTO ISKANDAR,KELANDAIAN TIDAK MEMENUHI,0.0,KM,2025
486,4854,35,JAWA TIMUR,2025,KABUPATEN JEMBER,JLN. OTO ISKANDAR,LEBAR BAHU KANAN MEMENUHI,1.85,KM,2025
486,4855,35,JAWA TIMUR,2025,KABUPATEN JEMBER,JLN. OTO ISKANDAR,LEBAR BAHU KANAN TIDAK MEMENUHI,0.0,KM,2025
486,4856,35,JAWA TIMUR,2025,KABUPATEN JEMBER,JLN. OTO ISKANDAR,LEBAR BAHU KIRI MEMENUHI,1.85,KM,2025
486,4857,35,JAWA TIMUR,2025,KABUPATEN JEMBER,JLN. OTO ISKANDAR,LEBAR BAHU KIRI TIDAK MEMENUHI,0.0,KM,2025
486,4858,35,JAWA TIMUR,2025,KABUPATEN JEMBER,JLN. OTO ISKANDAR,LEBAR JALAN MEMENUHI,0.0,KM,2025
486,4859,35,JAWA TIMUR,2025,KABUPATEN JEMBER,JLN. OTO ISKANDAR,LEBAR JALAN TIDAK MEMENUHI,1.85,KM,2025
486,4860,35,JAWA TIMUR,2025,KABUPATEN JEMBER,JLN. OTO ISKANDAR,PANJANG JALAN,1.85,KM,2025
487,4861,35,JAWA TIMUR,2025,KABUPATEN JEMBER,ARJASA - BTS. KOTA JEMBER,BANGUNAN PELENGKAP,0.0,KM,2025
487,4862,35,JAWA TIMUR,2025,KABUPATEN JEMBER,ARJASA - BTS. KOTA JEMBER,KELANDAIAN MEMENUHI,0.0,KM,2025
487,4863,35,JAWA TIMUR,2025,KABUPATEN JEMBER,ARJASA - BTS. KOTA JEMBER,KELANDAIAN TIDAK MEMENUHI,0.0,KM,2025
487,4864,35,JAWA TIMUR,2025,KABUPATEN JEMBER,ARJASA - BTS. KOTA JEMBER,LEBAR BAHU KANAN MEMENUHI,1.41,KM,2025
487,4865,35,JAWA TIMUR,2025,KABUPATEN JEMBER,ARJASA - BTS. KOTA JEMBER,LEBAR BAHU KANAN TIDAK MEMENUHI,0.0,KM,2025
487,4866,35,JAWA TIMUR,2025,KABUPATEN JEMBER,ARJASA - BTS. KOTA JEMBER,LEBAR BAHU KIRI MEMENUHI,0.0,KM,2025
487,4867,35,JAWA TIMUR,2025,KABUPATEN JEMBER,ARJASA - BTS. KOTA JEMBER,LEBAR BAHU KIRI TIDAK MEMENUHI,1.41,KM,2025
487,4868,35,JAWA TIMUR,2025,KABUPATEN JEMBER,ARJASA - BTS. KOTA JEMBER,LEBAR JALAN MEMENUHI,1.41,KM,2025
487,4869,35,JAWA TIMUR,2025,KABUPATEN JEMBER,ARJASA - BTS. KOTA JEMBER,LEBAR JALAN TIDAK MEMENUHI,0.0,KM,2025
487,4870,35,JAWA TIMUR,2025,KABUPATEN JEMBER,ARJASA - BTS. KOTA JEMBER,PANJANG JALAN,1.41,KM,2025
488,4871,35,JAWA TIMUR,2025,KABUPATEN JEMBER,JLN. SUPRIADI,BANGUNAN PELENGKAP,0.0,KM,2025
488,4872,35,JAWA TIMUR,2025,KABUPATEN JEMBER,JLN. SUPRIADI,KELANDAIAN MEMENUHI,0.0,KM,2025
488,4873,35,JAWA TIMUR,2025,KABUPATEN JEMBER,JLN. SUPRIADI,KELANDAIAN TIDAK MEMENUHI,0.0,KM,2025
488,4874,35,JAWA TIMUR,2025,KABUPATEN JEMBER,JLN. SUPRIADI,LEBAR BAHU KANAN MEMENUHI,0.81,KM,2025
488,4875,35,JAWA TIMUR,2025,KABUPATEN JEMBER,JLN. SUPRIADI,LEBAR BAHU KANAN TIDAK MEMENUHI,0.0,KM,2025
488,4876,35,JAWA TIMUR,2025,KABUPATEN JEMBER,JLN. SUPRIADI,LEBAR BAHU KIRI MEMENUHI,0.3,KM,2025
488,4877,35,JAWA TIMUR,2025,KABUPATEN JEMBER,JLN. SUPRIADI,LEBAR BAHU KIRI TIDAK MEMENUHI,0.51,KM,2025
488,4878,35,JAWA TIMUR,2025,KABUPATEN JEMBER,JLN. SUPRIADI,LEBAR JALAN MEMENUHI,0.81,KM,2025
488,4879,35,JAWA TIMUR,2025,KABUPATEN JEMBER,JLN. SUPRIADI,LEBAR JALAN TIDAK MEMENUHI,0.0,KM,2025
488,4880,35,JAWA TIMUR,2025,KABUPATEN JEMBER,JLN. SUPRIADI,PANJANG JALAN,0.81,KM,2025
489,4881,35,JAWA TIMUR,2025,KABUPATEN JEMBER,JLN. SLAMET RIYADI,BANGUNAN PELENGKAP,0.0,KM,2025
489,4882,35,JAWA TIMUR,2025,KABUPATEN JEMBER,JLN. SLAMET RIYADI,KELANDAIAN MEMENUHI,0.0,KM,2025
489,4883,35,JAWA TIMUR,2025,KABUPATEN JEMBER,JLN. SLAMET RIYADI,KELANDAIAN TIDAK MEMENUHI,0.0,KM,2025
489,4884,35,JAWA TIMUR,2025,KABUPATEN JEMBER,JLN. SLAMET RIYADI,LEBAR BAHU KANAN MEMENUHI,2.61,KM,2025
489,4885,35,JAWA TIMUR,2025,KABUPATEN JEMBER,JLN. SLAMET RIYADI,LEBAR BAHU KANAN TIDAK MEMENUHI,0.0,KM,2025
489,4886,35,JAWA TIMUR,2025,KABUPATEN JEMBER,JLN. SLAMET RIYADI,LEBAR BAHU KIRI MEMENUHI,2.61,KM,2025
489,4887,35,JAWA TIMUR,2025,KABUPATEN JEMBER,JLN. SLAMET RIYADI,LEBAR BAHU KIRI TIDAK MEMENUHI,0.0,KM,2025
489,4888,35,JAWA TIMUR,2025,KABUPATEN JEMBER,JLN. SLAMET RIYADI,LEBAR JALAN MEMENUHI,2.61,KM,2025
489,4889,35,JAWA TIMUR,2025,KABUPATEN JEMBER,JLN. SLAMET RIYADI,LEBAR JALAN TIDAK MEMENUHI,0.0,KM,2025
489,4890,35,JAWA TIMUR,2025,KABUPATEN JEMBER,JLN. SLAMET RIYADI,PANJANG JALAN,2.61,KM,2025
490,4891,35,JAWA TIMUR,2025,KABUPATEN JEMBER,JLN. MOCH. SERUJI,BANGUNAN PELENGKAP,0.0,KM,2025
490,4892,35,JAWA TIMUR,2025,KABUPATEN JEMBER,JLN. MOCH. SERUJI,KELANDAIAN MEMENUHI,0.0,KM,2025
490,4893,35,JAWA TIMUR,2025,KABUPATEN JEMBER,JLN. MOCH. SERUJI,KELANDAIAN TIDAK MEMENUHI,0.0,KM,2025
490,4894,35,JAWA TIMUR,2025,KABUPATEN JEMBER,JLN. MOCH. SERUJI,LEBAR BAHU KANAN MEMENUHI,0.92,KM,2025
490,4895,35,JAWA TIMUR,2025,KABUPATEN JEMBER,JLN. MOCH. SERUJI,LEBAR BAHU KANAN TIDAK MEMENUHI,0.0,KM,2025
490,4896,35,JAWA TIMUR,2025,KABUPATEN JEMBER,JLN. MOCH. SERUJI,LEBAR BAHU KIRI MEMENUHI,0.0,KM,2025
490,4897,35,JAWA TIMUR,2025,KABUPATEN JEMBER,JLN. MOCH. SERUJI,LEBAR BAHU KIRI TIDAK MEMENUHI,0.92,KM,2025
490,4898,35,JAWA TIMUR,2025,KABUPATEN JEMBER,JLN. MOCH. SERUJI,LEBAR JALAN MEMENUHI,0.92,KM,2025
490,4899,35,JAWA TIMUR,2025,KABUPATEN JEMBER,JLN. MOCH. SERUJI,LEBAR JALAN TIDAK MEMENUHI,0.0,KM,2025
490,4900,35,JAWA TIMUR,2025,KABUPATEN JEMBER,JLN. MOCH. SERUJI,PANJANG JALAN,0.92,KM,2025
491,4901,35,JAWA TIMUR,2025,KABUPATEN JEMBER,JLN. PB. SUDIRMAN,BANGUNAN PELENGKAP,0.0,KM,2025
491,4902,35,JAWA TIMUR,2025,KABUPATEN JEMBER,JLN. PB. SUDIRMAN,KELANDAIAN MEMENUHI,0.0,KM,2025
491,4903,35,JAWA TIMUR,2025,KABUPATEN JEMBER,JLN. PB. SUDIRMAN,KELANDAIAN TIDAK MEMENUHI,0.0,KM,2025
491,4904,35,JAWA TIMUR,2025,KABUPATEN JEMBER,JLN. PB. SUDIRMAN,LEBAR BAHU KANAN MEMENUHI,1.58,KM,2025
491,4905,35,JAWA TIMUR,2025,KABUPATEN JEMBER,JLN. PB. SUDIRMAN,LEBAR BAHU KANAN TIDAK MEMENUHI,0.0,KM,2025
491,4906,35,JAWA TIMUR,2025,KABUPATEN JEMBER,JLN. PB. SUDIRMAN,LEBAR BAHU KIRI MEMENUHI,0.0,KM,2025
491,4907,35,JAWA TIMUR,2025,KABUPATEN JEMBER,JLN. PB. SUDIRMAN,LEBAR BAHU KIRI TIDAK MEMENUHI,1.58,KM,2025
491,4908,35,JAWA TIMUR,2025,KABUPATEN JEMBER,JLN. PB. SUDIRMAN,LEBAR JALAN MEMENUHI,1.58,KM,2025
491,4909,35,JAWA TIMUR,2025,KABUPATEN JEMBER,JLN. PB. SUDIRMAN,LEBAR JALAN TIDAK MEMENUHI,0.0,KM,2025
491,4910,35,JAWA TIMUR,2025,KABUPATEN JEMBER,JLN. PB. SUDIRMAN,PANJANG JALAN,1.58,KM,2025
492,4911,35,JAWA TIMUR,2025,KABUPATEN JEMBER,BTS. KAB. BONDOWOSO - ARJASA,BANGUNAN PELENGKAP,0.0,KM,2025
492,4912,35,JAWA TIMUR,2025,KABUPATEN JEMBER,BTS. KAB. BONDOWOSO - ARJASA,KELANDAIAN MEMENUHI,0.0,KM,2025
492,4913,35,JAWA TIMUR,2025,KABUPATEN JEMBER,BTS. KAB. BONDOWOSO - ARJASA,KELANDAIAN TIDAK MEMENUHI,0.0,KM,2025
492,4914,35,JAWA TIMUR,2025,KABUPATEN JEMBER,BTS. KAB. BONDOWOSO - ARJASA,LEBAR BAHU KANAN MEMENUHI,9.33,KM,2025
492,4915,35,JAWA TIMUR,2025,KABUPATEN JEMBER,BTS. KAB. BONDOWOSO - ARJASA,LEBAR BAHU KANAN TIDAK MEMENUHI,0.0,KM,2025
492,4916,35,JAWA TIMUR,2025,KABUPATEN JEMBER,BTS. KAB. BONDOWOSO - ARJASA,LEBAR BAHU KIRI MEMENUHI,9.33,KM,2025
492,4917,35,JAWA TIMUR,2025,KABUPATEN JEMBER,BTS. KAB. BONDOWOSO - ARJASA,LEBAR BAHU KIRI TIDAK MEMENUHI,0.0,KM,2025
492,4918,35,JAWA TIMUR,2025,KABUPATEN JEMBER,BTS. KAB. BONDOWOSO - ARJASA,LEBAR JALAN MEMENUHI,9.33,KM,2025
492,4919,35,JAWA TIMUR,2025,KABUPATEN JEMBER,BTS. KAB. BONDOWOSO - ARJASA,LEBAR JALAN TIDAK MEMENUHI,0.0,KM,2025
492,4920,35,JAWA TIMUR,2025,KABUPATEN JEMBER,BTS. KAB. BONDOWOSO - ARJASA,PANJANG JALAN,9.33,KM,2025
493,4921,35,JAWA TIMUR,2025,KABUPATEN JEMBER,BTS. KAB. BONDOWOSO - KALISAT,BANGUNAN PELENGKAP,0.0,KM,2025
493,4922,35,JAWA TIMUR,2025,KABUPATEN JEMBER,BTS. KAB. BONDOWOSO - KALISAT,KELANDAIAN MEMENUHI,0.0,KM,2025
493,4923,35,JAWA TIMUR,2025,KABUPATEN JEMBER,BTS. KAB. BONDOWOSO - KALISAT,KELANDAIAN TIDAK MEMENUHI,0.0,KM,2025
493,4924,35,JAWA TIMUR,2025,KABUPATEN JEMBER,BTS. KAB. BONDOWOSO - KALISAT,LEBAR BAHU KANAN MEMENUHI,12.93,KM,2025
493,4925,35,JAWA TIMUR,2025,KABUPATEN JEMBER,BTS. KAB. BONDOWOSO - KALISAT,LEBAR BAHU KANAN TIDAK MEMENUHI,0.0,KM,2025
493,4926,35,JAWA TIMUR,2025,KABUPATEN JEMBER,BTS. KAB. BONDOWOSO - KALISAT,LEBAR BAHU KIRI MEMENUHI,12.93,KM,2025
493,4927,35,JAWA TIMUR,2025,KABUPATEN JEMBER,BTS. KAB. BONDOWOSO - KALISAT,LEBAR BAHU KIRI TIDAK MEMENUHI,0.0,KM,2025
493,4928,35,JAWA TIMUR,2025,KABUPATEN JEMBER,BTS. KAB. BONDOWOSO - KALISAT,LEBAR JALAN MEMENUHI,12.93,KM,2025
493,4929,35,JAWA TIMUR,2025,KABUPATEN JEMBER,BTS. KAB. BONDOWOSO - KALISAT,LEBAR JALAN TIDAK MEMENUHI,0.0,KM,2025
493,4930,35,JAWA TIMUR,2025,KABUPATEN JEMBER,BTS. KAB. BONDOWOSO - KALISAT,PANJANG JALAN,12.93,KM,2025
494,4931,35,JAWA TIMUR,2025,KABUPATEN JEMBER,KALISAT - SEMPOLAN,BANGUNAN PELENGKAP,0.0,KM,2025
494,4932,35,JAWA TIMUR,2025,KABUPATEN JEMBER,KALISAT - SEMPOLAN,KELANDAIAN MEMENUHI,0.0,KM,2025
